"invoiceNo","channel","customer","product","category","price","datetime","quantity","amount","category2","cost"
"N22582","s2","c5316","p6139","kind12",0,2017-02-06 14:18:44,1,0,"sub5",0
"N22740","s2","c617","p6140","kind12",0,2017-02-01 13:16:02,1,0,"sub5",0
"N22729","s2","c5343","p6138","kind12",0,2017-02-10 20:31:30,1,0,"sub5",0
"N22649","s2","c2940","p6139","kind12",0,2017-02-05 17:05:29,1,0,"sub5",0
"N22729","s2","c5343","p6139","kind12",0,2017-02-10 20:17:32,1,0,"sub5",0
"N22729","s2","c5343","p6140","kind12",0,2017-02-10 20:27:12,1,0,"sub5",0
"N22804","s2","c2940","p6141","kind12",0,2017-02-06 21:11:39,1,0,"sub5",0
"N22740","s2","c617","p6139","kind12",0,2017-02-01 13:39:37,1,0,"sub5",0
"N22815","s3","c5360","p6425","kind1",880,2017-02-06 16:05:40,1,554,"sub4",413.56
"N22816","s3","c2940","p5156","kind1",1180,2017-02-11 21:18:41,1,944,"sub4",554.68
"N22816","s3","c2940","p5156","kind1",1180,2017-02-11 21:08:29,1,944,"sub4",554.68
"N22816","s3","c2940","p5156","kind1",1180,2017-02-11 21:32:40,1,944,"sub4",554.68
"N22817","s3","c5188","p4858","kind1",3100,2017-02-01 13:10:44,1,1953,"sub2",1640.52
"N22818","s3","c5190","p4857","kind1",900,2017-02-18 18:50:13,1,567,"sub2",476.28
"N22815","s3","c5360","p6425","kind1",880,2017-02-06 15:47:43,1,554,"sub4",413.56
"N22819","s3","c4216","p5158","kind1",3000,2017-02-17 20:30:09,1,1995,"sub2",1587.6
"N22820","s3","c2940","p4990","kind1",980,2017-02-13 13:14:17,3,1875,"sub4",460.99
"N22820","s3","c2940","p4990","kind1",980,2017-02-13 12:51:52,5,3120,"sub4",460.99
"N22820","s3","c2940","p4990","kind1",980,2017-02-13 12:57:45,1,625,"sub4",460.99
"N22821","s3","c320","p6426","kind1",1780,2017-02-04 13:31:50,1,1121,"sub4",836.92
"N22821","s3","c320","p6426","kind1",1780,2017-02-04 13:39:01,1,1121,"sub4",836.92
"N22822","s3","c3585","p6427","kind1",1280,2017-02-14 16:18:03,1,806,"sub4",602.11
"N22823","s3","c1763","p4691","kind1",3500,2017-02-27 18:19:37,1,2205,"sub2",1852.2
"N22824","s3","c2839","p4874","kind1",3500,2017-02-26 19:18:32,1,2330,"sub2",1852.2
"N22825","s3","c4847","p4857","kind1",900,2017-02-21 20:40:39,1,585,"sub2",476.28
"N22826","s3","c4386","p4356","kind1",4000,2017-02-12 14:05:00,1,2520,"sub2",2116.65
"N22827","s3","c2940","p4997","kind1",2700,2017-02-12 12:34:28,1,2160,"sub2",1349.46
"N22828","s3","c5361","p4997","kind1",2700,2017-02-02 16:46:18,1,2295,"sub2",1349.46
"N22829","s3","c5190","p4356","kind1",4000,2017-02-01 21:24:20,1,2520,"sub2",2116.65
"N22830","s3","c5360","p6097","kind1",980,2017-02-14 20:52:35,1,617,"sub4",460.6
"N22831","s3","c289","p4997","kind1",2700,2017-02-14 15:43:01,1,2160,"sub2",1349.46
"N22830","s3","c5360","p6250","kind1",1480,2017-02-14 21:09:35,1,932,"sub4",695.8
"N22832","s3","c2940","p4997","kind1",2700,2017-02-11 19:44:25,1,2160,"sub2",1349.46
"N22821","s3","c320","p1706","kind1",1280,2017-02-04 13:38:15,1,806,"sub4",601.72
"N22815","s3","c5360","p1706","kind1",1280,2017-02-06 15:39:58,1,806,"sub4",601.72
"N22815","s3","c5360","p14","kind1",1980,2017-02-06 15:48:07,1,1247,"sub4",931
"N22815","s3","c5360","p14","kind1",1980,2017-02-06 15:52:01,1,1247,"sub4",931
"N22833","s3","c5190","p5376","kind1",1500,2017-02-01 18:10:29,1,945,"sub2",793.8
"N22834","s3","c3838","p6074","kind1",3100,2017-02-19 20:58:01,1,1953,"sub2",1640.23
"N22835","s3","c3592","p4688","kind1",1980,2017-02-26 14:14:11,1,1248,"sub4",931
"N22836","s3","c2940","p6252","kind1",2800,2017-02-11 17:41:04,1,2240,"sub2",1481.76
"N22837","s3","c3592","p6083","kind1",3600,2017-02-21 18:31:20,1,2268,"sub2",1905.12
"N22818","s3","c5190","p5853","kind1",2600,2017-02-18 18:56:43,1,1638,"sub2",1375.92
"N22838","s3","c5362","p5638","kind1",2600,2017-02-11 21:58:28,1,1725,"sub2",1375.92
"N22839","s3","c5363","p6005","kind1",2600,2017-02-16 17:15:14,1,1638,"sub2",1375.92
"N22840","s3","c1741","p5165","kind1",3200,2017-02-28 18:55:15,1,2199,"sub2",1693.44
"N22827","s3","c2940","p5853","kind1",2600,2017-02-12 12:46:47,1,2080,"sub2",1375.92
"N22841","s3","c5188","p6310","kind1",3600,2017-02-12 13:39:27,1,2268,"sub2",1905.12
"N22842","s3","c3592","p6310","kind1",3600,2017-02-11 16:55:38,1,2268,"sub2",1905.12
"N22842","s3","c3592","p6310","kind1",3600,2017-02-11 17:06:36,3,6804,"sub2",1905.12
"N22843","s3","c5188","p6310","kind1",3600,2017-02-10 16:10:46,1,2268,"sub2",1905.12
"N22844","s3","c4386","p6310","kind1",3600,2017-02-27 14:34:54,1,2268,"sub2",1905.12
"N22843","s3","c5188","p6310","kind1",3600,2017-02-10 16:26:26,1,2268,"sub2",1905.12
"N22843","s3","c5188","p6310","kind1",3600,2017-02-10 16:29:14,1,2268,"sub2",1905.12
"N22845","s3","c3040","p5639","kind1",4000,2017-02-01 16:40:02,1,2520,"sub2",2116.8
"N22846","s3","c5188","p6083","kind1",3600,2017-02-13 15:14:32,1,2268,"sub2",1905.12
"N22843","s3","c5188","p6310","kind1",3600,2017-02-10 16:41:59,1,2268,"sub2",1905.12
"N22847","s3","c5190","p5852","kind1",3000,2017-02-06 17:53:41,1,1890,"sub2",1587.6
"N22848","s3","c2940","p5852","kind1",3000,2017-02-04 19:37:04,1,2400,"sub2",1587.6
"N22842","s3","c3592","p6310","kind1",3600,2017-02-11 16:50:12,4,9072,"sub2",1905.12
"N22842","s3","c3592","p6310","kind1",3600,2017-02-11 17:22:36,3,6804,"sub2",1905.12
"N22843","s3","c5188","p6310","kind1",3600,2017-02-10 16:38:34,1,2268,"sub2",1905.12
"N22849","s3","c5190","p3901","kind1",350,2017-02-03 17:42:03,1,221,"sub3",185.22
"N22815","s3","c5360","p2298","kind1",350,2017-02-06 15:40:24,1,221,"sub3",185.22
"N22850","s3","c3201","p2298","kind1",350,2017-02-23 18:54:26,1,266,"sub3",185.22
"N22851","s3","c706","p100","kind1",240,2017-02-23 20:22:55,1,185,"sub3",127.4
"N22852","s3","c3585","p2681","kind1",2980,2017-02-08 20:58:14,1,1878,"sub3",1489.6
"N22851","s3","c706","p100","kind1",240,2017-02-23 20:18:28,1,185,"sub3",127.4
"N22853","s3","c5190","p901","kind1",240,2017-02-10 21:13:09,1,151,"sub3",126.57
"N22815","s3","c5360","p6255","kind1",350,2017-02-06 15:47:43,1,221,"sub3",206.78
"N22854","s3","c3592","p6107","kind1",350,2017-02-09 19:43:10,1,221,"sub3",185.22
"N22853","s3","c5190","p901","kind1",240,2017-02-10 21:29:55,1,151,"sub3",127.4
"N22855","s3","c5190","p900","kind1",350,2017-02-04 21:06:38,1,284,"sub3",185.22
"N22856","s3","c3585","p6108","kind1",350,2017-02-07 18:54:09,1,220,"sub3",185.22
"N22834","s3","c3838","p716","kind1",820,2017-02-19 20:50:02,1,517,"sub3",434.14
"N22846","s3","c5188","p716","kind1",820,2017-02-13 15:16:51,1,516,"sub3",434.14
"N22857","s3","c3592","p716","kind1",820,2017-02-02 15:06:35,1,517,"sub3",434.14
"N22834","s3","c3838","p5665","kind1",680,2017-02-19 21:19:53,1,428,"sub3",359.86
"N22858","s3","c5364","p3038","kind2",2290,2017-02-01 17:35:45,1,1140,"sub2",1155.08
"N22859","s3","c5190","p5892","kind2",2990,2017-02-27 20:33:08,1,1884,"sub4",1392.14
"N22860","s3","c5131","p5109","kind2",2290,2017-02-03 14:11:16,1,1520,"sub2",1155.08
"N22818","s3","c5190","p6259","kind6",1390,2017-02-18 19:06:48,1,876,"sub2",695
"N22861","s3","c2839","p6334","kind6",1490,2017-02-12 15:32:13,1,1130,"sub2",745
"N22862","s3","c5190","p6401","kind6",1290,2017-02-02 21:56:40,1,813,"sub2",645
"N22863","s3","c2940","p6428","kind6",1380,2017-02-03 15:57:29,1,966,"sub2",690
"N22864","s3","c3201","p191","kind48",620,2017-02-24 19:06:06,1,465,"sub2",341
"N22865","s3","c4874","p191","kind48",480,2017-02-12 12:46:03,1,370,"sub2",264
"N22866","s3","c2839","p191","kind48",480,2017-02-28 19:51:07,1,370,"sub2",264
"N22863","s3","c2940","p1447","kind4",1180,2017-02-03 16:24:49,1,590,"sub4",366
"N22862","s3","c5190","p4185","kind5",350,2017-02-02 21:55:53,1,221,"sub1",169.75
"N22862","s3","c5190","p2711","kind5",649,2017-02-02 21:51:33,1,409,"sub1",363.75
"N22867","s3","c5190","p6429","kind5",590,2017-02-26 14:07:35,1,372,"sub1",286.15
"N22858","s3","c5364","p2146","kind11",3850,2017-02-01 17:27:42,1,2290,"sub1",1919.91
"N22858","s3","c5364","p5206","kind11",3650,2017-02-01 17:24:31,1,1820,"sub1",1770.25
"N22868","s3","c4008","p4820","kind27",2680,2017-02-09 22:03:54,1,1688,"sub2",1455.78
"N22869","s3","c4216","p2188","kind27",1580,2017-02-01 12:34:51,1,1260,"sub2",723.54
"N22870","s3","c5190","p1627","kind27",1580,2017-02-15 18:33:21,1,995,"sub2",723.54
"N22858","s3","c5364","p6140","kind12",0,2017-02-01 17:11:19,1,0,"sub5",0
"N22858","s3","c5364","p6138","kind12",0,2017-02-01 17:35:12,1,0,"sub5",0
"N22858","s3","c5364","p6139","kind12",0,2017-02-01 17:23:11,1,0,"sub5",0
"N22858","s3","c5364","p6136","kind12",0,2017-02-01 17:19:40,6,0,"sub5",0
"N22847","s3","c5190","p6135","kind12",0,2017-02-06 17:42:14,1,0,"sub5",0
"N22848","s3","c2940","p6135","kind12",0,2017-02-04 19:30:10,1,0,"sub5",0
"N22829","s3","c5190","p6135","kind12",0,2017-02-01 21:49:11,1,0,"sub5",0
"N22833","s3","c5190","p6135","kind12",0,2017-02-01 17:58:33,1,0,"sub5",0
"N22871","s3","c3040","p671","kind44",300,2017-02-01 16:35:24,1,189,"sub6",110
"N22872","s4","c3630","p1430","kind2",1090,2017-02-02 14:21:25,1,870,"sub4",507.5
"N22873","s4","c2660","p4702","kind2",1090,2017-02-17 17:15:41,1,870,"sub4",507.5
"N22874","s4","c5365","p5787","kind2",1890,2017-02-12 21:55:37,1,1310,"sub4",879.98
"N22875","s4","c4020","p1731","kind2",1090,2017-02-04 20:00:19,1,870,"sub4",507.31
"N22876","s4","c5366","p1363","kind2",1490,2017-02-11 13:29:34,1,1190,"sub4",693.55
"N22877","s4","c3040","p3391","kind2",190,2017-02-04 16:12:43,2,240,"sub3",88.46
"N22878","s4","c3040","p3391","kind2",190,2017-02-05 21:42:08,1,120,"sub3",88.46
"N22878","s4","c3040","p1795","kind2",1290,2017-02-05 21:56:37,1,813,"sub4",600.62
"N22879","s4","c1290","p4143","kind16",1680,2017-02-07 12:33:08,1,1176,"sub4",823.2
"N22880","s4","c1290","p2832","kind16",750,2017-02-04 17:55:27,1,525,"sub1",367.5
"N22881","s4","c5367","p4485","kind16",3880,2017-02-07 16:59:40,1,2710,"sub2",2091.32
"N22882","s4","c5368","p5256","kind16",2480,2017-02-04 13:45:42,1,2480,"sub3",1215.2
"N22883","s4","c2963","p6153","kind2",590,2017-02-14 16:47:20,-12,-4956,"sub3",274.7
"N22884","s4","c2963","p6153","kind2",590,2017-02-14 16:56:14,11,4543,"sub3",274.7
"N22885","s4","c4548","p6111","kind2",450,2017-02-03 18:28:50,2,568,"sub3",209.52
"N22878","s4","c3040","p6111","kind2",450,2017-02-05 21:56:02,1,284,"sub3",209.52
"N22886","s4","c2963","p6153","kind2",590,2017-02-06 22:07:30,12,4956,"sub3",274.7
"N22887","s4","c1294","p6111","kind2",450,2017-02-01 21:40:35,1,360,"sub3",209.52
"N22888","s4","c3642","p6153","kind2",590,2017-02-22 15:27:18,1,372,"sub3",274.7
"N22889","s4","c1290","p2120","kind2",990,2017-02-06 17:14:03,1,624,"sub3",460.94
"N22890","s4","c3040","p3827","kind2",170,2017-02-05 21:18:44,3,324,"sub3",79.15
"N22877","s4","c3040","p4750","kind2",170,2017-02-04 16:27:49,5,540,"sub3",79.15
"N22877","s4","c3040","p4750","kind2",170,2017-02-04 16:19:04,5,540,"sub3",79.15
"N22890","s4","c3040","p4750","kind2",170,2017-02-05 21:12:10,-5,-540,"sub3",79.15
"N22890","s4","c3040","p4750","kind2",170,2017-02-05 21:32:33,-5,-540,"sub3",79.15
"N22891","s4","c5369","p6110","kind2",1690,2017-02-03 16:03:54,1,1180,"sub4",786.86
"N22890","s4","c3040","p3827","kind2",170,2017-02-05 21:14:02,7,756,"sub3",79.15
"N22892","s4","c1290","p5930","kind2",2290,2017-02-14 21:42:43,1,1443,"sub4",1066.22
"N22893","s4","c5370","p5930","kind2",2290,2017-02-02 21:19:17,1,1600,"sub4",1066.22
"N22893","s4","c5370","p5929","kind2",1990,2017-02-02 21:26:36,1,1590,"sub4",926.54
"N22875","s4","c4020","p3314","kind2",2990,2017-02-04 19:55:23,1,2090,"sub4",1392.14
"N22894","s4","c1290","p5226","kind2",1490,2017-02-28 18:39:17,1,939,"sub3",693.74
"N22873","s4","c2660","p4702","kind2",1090,2017-02-17 17:25:32,1,760,"sub4",507.5
"N22887","s4","c1294","p6268","kind2",4690,2017-02-01 21:36:51,-1,-2810,"sub4",2183.66
"N22873","s4","c2660","p1731","kind2",1090,2017-02-17 17:33:40,1,760,"sub4",507.5
"N22891","s4","c5369","p1731","kind2",1090,2017-02-03 16:15:22,1,760,"sub4",507.5
"N22895","s4","c1290","p6015","kind2",2090,2017-02-02 13:13:27,1,1317,"sub2",1054.2
"N22896","s4","c2283","p6430","kind2",4290,2017-02-02 15:47:20,1,3000,"sub2",2163.88
"N22897","s4","c703","p6431","kind2",2490,2017-02-03 16:53:20,1,1990,"sub2",1255.96
"N22898","s4","c5371","p6432","kind2",2690,2017-02-27 14:41:29,1,2150,"sub2",1356.84
"N22899","s4","c3040","p4940","kind2",2290,2017-02-08 18:41:54,1,1443,"sub2",1155.08
"N22900","s4","c4685","p4940","kind2",2290,2017-02-05 19:24:38,1,1600,"sub2",1155.08
"N22901","s4","c3223","p4940","kind2",2290,2017-02-28 20:39:41,1,1830,"sub2",1155.08
"N22902","s4","c4689","p4134","kind2",1990,2017-02-12 16:16:01,1,1190,"sub2",1003.76
"N22900","s4","c4685","p5109","kind2",2290,2017-02-05 19:06:11,1,1600,"sub2",1155.08
"N22872","s4","c3630","p5109","kind2",2290,2017-02-02 14:05:28,1,1600,"sub2",1155.08
"N22903","s4","c1744","p2227","kind2",590,2017-02-09 18:13:57,1,470,"sub3",274.7
"N22903","s4","c1744","p2227","kind2",590,2017-02-09 17:46:50,1,410,"sub3",274.51
"N22904","s4","c4227","p6271","kind2",1390,2017-02-07 14:29:41,1,1110,"sub2",701.12
"N22905","s4","c4689","p76","kind2",790,2017-02-28 13:39:43,1,630,"sub2",398.67
"N22900","s4","c4685","p5891","kind2",3690,2017-02-05 19:09:35,1,3690,"sub2",1861.24
"N22906","s4","c4530","p6175","kind2",2290,2017-02-01 15:55:49,1,1830,"sub2",1155.08
"N22907","s4","c4398","p6017","kind2",5290,2017-02-28 13:59:24,1,3159,"sub2",2668.28
"N22908","s4","c3642","p6389","kind2",2490,2017-02-08 16:28:30,1,1569,"sub4",1159.34
"N22909","s4","c5372","p6195","kind2",1690,2017-02-07 20:33:16,1,1350,"sub2",852.44
"N22891","s4","c5369","p2188","kind27",1580,2017-02-03 16:27:53,1,1274,"sub2",723.54
"N22910","s4","c5373","p6422","kind3",1380,2017-02-11 13:52:41,1,1045,"sub2",696.46
"N22887","s4","c1294","p6239","kind3",1880,2017-02-01 21:21:09,1,1120,"sub4",857.48
"N22887","s4","c1294","p6274","kind3",2680,2017-02-01 21:33:01,1,1600,"sub4",1222.2
"N22911","s4","c4689","p5536","kind3",3280,2017-02-28 13:40:51,1,1960,"sub2",1654.82
"N22912","s4","c5365","p6229","kind3",1580,2017-02-12 22:18:59,1,1060,"sub4",720.71
"N22913","s4","c1290","p5904","kind3",1980,2017-02-17 18:08:52,1,1247,"sub4",903.07
"N22914","s4","c5374","p3176","kind3",780,2017-02-17 13:32:37,1,589,"sub4",355.99
"N22914","s4","c5374","p6222","kind3",780,2017-02-17 13:45:57,1,589,"sub4",355.99
"N22906","s4","c4530","p4719","kind11",2850,2017-02-01 15:54:06,1,1690,"sub1",1421.23
"N22915","s4","c5375","p589","kind11",2450,2017-02-27 15:01:56,1,1862,"sub1",1307.08
"N22904","s4","c4227","p589","kind11",1850,2017-02-07 14:20:47,1,1190,"sub1",951.09
"N22916","s4","c5376","p212","kind11",1350,2017-02-04 19:55:21,1,1026,"sub1",694.04
"N22917","s4","c5377","p212","kind11",1350,2017-02-04 16:14:19,1,1026,"sub1",694.04
"N22906","s4","c4530","p212","kind11",1750,2017-02-01 16:11:08,1,1330,"sub1",933.63
"N22918","s4","c4228","p4784","kind16",980,2017-02-17 16:02:18,1,680,"sub4",480.2
"N22918","s4","c4228","p5756","kind16",980,2017-02-17 16:04:57,1,680,"sub4",480.2
"N22891","s4","c5369","p6433","kind16",2480,2017-02-03 15:59:20,1,2480,"sub1",1215.2
"N22891","s4","c5369","p4973","kind16",1380,2017-02-03 16:27:40,1,960,"sub4",676.2
"N22918","s4","c4228","p4973","kind16",1380,2017-02-17 16:16:53,1,960,"sub4",676.2
"N22919","s4","c5378","p209","kind11",3550,2017-02-10 21:02:50,1,2698,"sub1",1893.93
"N22920","s4","c4530","p589","kind11",3250,2017-02-01 16:06:14,1,2400,"sub1",1670.83
"N22877","s4","c3040","p1295","kind5",390,2017-02-04 16:34:48,2,492,"sub1",189.15
"N22891","s4","c5369","p3179","kind5",359,2017-02-03 16:10:25,1,266,"sub1",203.7
"N22877","s4","c3040","p3180","kind5",590,2017-02-04 16:22:31,-1,-372,"sub1",286.15
"N22877","s4","c3040","p974","kind5",950,2017-02-04 16:20:12,-1,-599,"sub1",460.75
"N22921","s4","c5379","p6215","kind6",1450,2017-02-08 21:57:17,1,960,"sub2",725
"N22900","s4","c4685","p3990","kind6",130,2017-02-05 19:10:05,2,198,"sub3",60
"N22922","s4","c4014","p191","kind37",2480,2017-02-19 18:15:06,1,990,"sub2",673
"N22923","s4","c5379","p6258","kind6",1190,2017-02-10 19:06:46,1,900,"sub2",595
"N22924","s4","c4037","p6434","kind6",1190,2017-02-09 20:27:40,1,903,"sub2",595
"N22924","s4","c4037","p6435","kind6",990,2017-02-09 20:28:11,1,751,"sub2",495
"N22925","s4","c5380","p5677","kind3",1580,2017-02-01 20:37:21,1,1060,"sub4",720.71
"N22906","s4","c4530","p5511","kind3",2580,2017-02-01 15:52:34,1,1958,"sub2",1301.74
"N22905","s4","c4689","p5298","kind3",2280,2017-02-28 14:09:33,1,1511,"sub2",1150.42
"N22926","s4","c2480","p5501","kind17",2850,2017-02-04 15:51:12,1,2200,"sub2",1437.43
"N22927","s4","c1763","p5574","kind17",1550,2017-02-14 20:37:58,1,977,"sub2",781.82
"N22916","s4","c5376","p5625","kind17",3250,2017-02-04 19:51:44,1,2470,"sub2",1639.17
"N22928","s4","c3624","p6436","kind24",720,2017-02-12 19:49:28,1,542,"sub3",349.2
"N22916","s4","c5376","p6437","kind49",220,2017-02-04 19:53:47,1,129,"sub3",34
"N22920","s4","c4530","p6137","kind12",0,2017-02-01 16:16:48,1,0,"sub5",0
"N22874","s4","c5365","p6137","kind12",0,2017-02-12 22:03:46,1,0,"sub5",0
"N22912","s4","c5365","p6137","kind12",0,2017-02-12 22:13:19,1,0,"sub5",0
"N22921","s4","c5379","p6137","kind12",0,2017-02-08 21:52:32,1,0,"sub5",0
"N22906","s4","c4530","p6136","kind12",0,2017-02-01 15:51:26,6,0,"sub5",0
"N22916","s4","c5376","p6136","kind12",0,2017-02-04 20:01:31,3,0,"sub5",0
"N22900","s4","c4685","p6136","kind12",0,2017-02-05 19:25:55,6,0,"sub5",0
"N22928","s4","c3624","p660","kind12",0,2017-02-12 19:34:44,1,0,"sub1",0
"N22906","s4","c4530","p6140","kind12",0,2017-02-01 15:45:01,1,0,"sub5",0
"N22906","s4","c4530","p6141","kind12",0,2017-02-01 16:03:54,1,0,"sub5",0
"N22900","s4","c4685","p6140","kind12",0,2017-02-05 19:29:34,1,0,"sub5",0
"N22900","s4","c4685","p6139","kind12",0,2017-02-05 19:16:42,1,0,"sub5",0
"N22906","s4","c4530","p6139","kind12",0,2017-02-01 15:51:22,1,0,"sub5",0
"N22900","s4","c4685","p6141","kind12",0,2017-02-05 19:17:26,1,0,"sub5",0
"N22929","s5","c2940","p6438","kind17",3950,2017-02-24 14:58:51,1,3002,"sub2",NA
"N22930","s5","c5381","p6439","kind17",1080,2017-02-01 20:56:56,1,817,"sub3",502.85
"N22931","s5","c3418","p6440","kind17",1880,2017-02-13 16:14:51,1,1426,"sub4",875.33
"N22932","s5","c3418","p6440","kind17",1880,2017-02-19 13:48:17,-1,-1426,"sub4",875.33
"N22932","s5","c3418","p6440","kind17",1880,2017-02-19 13:37:01,1,1426,"sub4",875.33
"N22933","s5","c2940","p6024","kind17",1880,2017-02-03 19:58:39,1,1426,"sub4",875.33
"N22934","s5","c2940","p6024","kind17",1880,2017-02-04 16:20:52,1,1426,"sub4",875.33
"N22935","s5","c2940","p6024","kind17",1880,2017-02-18 16:24:34,1,1226,"sub4",875.33
"N22936","s5","c1567","p6441","kind17",2850,2017-02-28 14:35:47,1,2166,"sub2",1437.54
"N22937","s5","c339","p5364","kind17",2850,2017-02-15 20:08:22,1,1796,"sub2",1437.54
"N22938","s5","c2940","p6438","kind17",3950,2017-02-14 19:27:23,1,3002,"sub2",NA
"N22939","s5","c4699","p6438","kind17",3950,2017-02-28 18:39:07,1,2489,"sub2",NA
"N22940","s5","c4699","p6438","kind17",3950,2017-02-14 19:35:02,1,2489,"sub2",NA
"N22941","s5","c2940","p6438","kind17",3950,2017-02-11 16:33:35,1,3002,"sub2",NA
"N22942","s5","c3838","p5577","kind17",2850,2017-02-01 12:35:33,1,1796,"sub2",1437.54
"N22943","s5","c5219","p6441","kind17",2850,2017-02-22 19:47:59,1,2166,"sub2",1437.54
"N22944","s5","c2940","p6442","kind17",1480,2017-02-14 15:38:15,1,1122,"sub4",689.09
"N22944","s5","c2940","p6443","kind17",1280,2017-02-14 15:35:27,-1,-1020,"sub4",595.97
"N22945","s5","c2940","p6283","kind17",2850,2017-02-21 16:17:30,1,2166,"sub2",1437.54
"N22946","s5","c2940","p6283","kind17",2850,2017-02-27 17:47:55,1,2166,"sub2",1437.54
"N22947","s5","c2940","p6442","kind17",1480,2017-02-23 13:08:26,1,1122,"sub4",689.09
"N22933","s5","c2940","p6290","kind17",1480,2017-02-03 19:49:55,-1,-1122,"sub4",689.09
"N22948","s5","c2940","p6290","kind17",1480,2017-02-12 21:17:26,1,1122,"sub4",689.09
"N22949","s5","c2940","p6444","kind17",3850,2017-02-21 16:54:15,1,2926,"sub2",1941.94
"N22950","s5","c2940","p6445","kind17",1880,2017-02-11 16:41:19,1,1426,"sub4",875.33
"N22951","s5","c339","p6446","kind17",2650,2017-02-16 16:46:55,1,1670,"sub2",1336.66
"N22944","s5","c2940","p6024","kind17",1880,2017-02-14 15:24:27,1,1426,"sub4",875.33
"N22952","s5","c5382","p6291","kind17",2080,2017-02-13 17:57:50,1,1578,"sub4",968.45
"N22953","s5","c5383","p6447","kind17",2680,2017-02-03 16:16:39,1,2034,"sub4",1247.81
"N22936","s5","c1567","p6283","kind17",2850,2017-02-28 14:53:38,1,2166,"sub2",1437.54
"N22954","s5","c2940","p6448","kind17",1280,2017-02-27 14:09:36,1,969,"sub4",595.97
"N22955","s5","c2940","p6444","kind17",3850,2017-02-19 14:35:51,1,2926,"sub2",1941.94
"N22956","s5","c2940","p6289","kind17",380,2017-02-12 20:34:55,1,285,"sub3",176.93
"N22956","s5","c2940","p6288","kind17",480,2017-02-12 20:25:09,1,361,"sub3",223.49
"N22957","s5","c2963","p5596","kind17",780,2017-02-23 12:08:46,18,9828,"sub3",363.17
"N22958","s5","c5221","p5817","kind17",880,2017-02-19 16:21:45,1,665,"sub4",409.73
"N22959","s5","c2940","p6438","kind17",3950,2017-02-27 14:36:58,1,3002,"sub2",NA
"N22960","s5","c2940","p6445","kind17",1880,2017-02-15 17:14:30,1,1426,"sub4",875.33
"N22961","s5","c4872","p6449","kind17",2850,2017-02-14 19:07:47,1,2166,"sub2",1437.54
"N22962","s5","c2940","p5817","kind17",880,2017-02-19 16:25:27,1,665,"sub4",409.73
"N22956","s5","c2940","p5817","kind17",880,2017-02-12 20:17:09,1,665,"sub4",409.73
"N22963","s5","c2940","p5364","kind17",2850,2017-02-19 21:52:19,1,2080,"sub2",1437.54
"N22929","s5","c2940","p6438","kind17",3950,2017-02-24 14:47:05,-1,-3002,"sub2",NA
"N22964","s5","c339","p5623","kind17",2650,2017-02-04 18:32:33,1,1670,"sub2",1336.66
"N22960","s5","c2940","p6438","kind17",3950,2017-02-15 17:08:10,1,3002,"sub2",NA
"N22931","s5","c3418","p6031","kind17",1480,2017-02-13 16:35:28,1,979,"sub4",689.09
"N22932","s5","c3418","p6450","kind17",1280,2017-02-19 13:19:18,1,846,"sub4",645.63
"N22965","s5","c988","p5006","kind17",1880,2017-02-27 19:26:51,1,1245,"sub4",875.33
"N22965","s5","c988","p5006","kind17",1880,2017-02-27 19:18:22,1,1245,"sub4",875.33
